sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,Placed
2186,F,71.94,Central,68.46,Others,Commerce,77.2,Arts,No,95.01,Mkt&HR,76.54,Not Placed,349749.259823577,No
2187,F,65.98,Others,81.31,Others,Arts,73.05,Sci&Tech,Yes,67.11,Mkt&HR,53.02,Not Placed,349749.259823577,No
2188,F,83.67,Others,79.01,Central,Arts,82.88,Comm&Mgmt,Yes,55.6,Mkt&Fin,82.06,Not Placed,349749.259823577,No
2189,M,92.72,Central,54.47,Central,Commerce,50.25,Sci&Tech,Yes,58.03,Mkt&Fin,77.77,Not Placed,349749.259823577,No
2190,F,91.76,Central,57.67,Central,Science,68.99,Comm&Mgmt,Yes,76.98,Mkt&Fin,88.77,Placed,349749.259823577,Yes
2191,M,64.09,Central,99.8,Central,Commerce,84.29,Sci&Tech,No,76.9,Mkt&HR,70.2,Not Placed,349749.259823577,No
2192,F,83.82,Others,66.43,Others,Commerce,99.07,Sci&Tech,No,86.13,Mkt&Fin,68.1,Placed,349749.259823577,Yes
2193,M,57.13,Others,87.55,Others,Arts,87.07,Sci&Tech,No,64.97,Mkt&Fin,84.93,Placed,349749.259823577,Yes
2194,F,88.07,Others,58.01,Central,Commerce,78.26,Arts,Yes,55.73,Mkt&Fin,83.81,Placed,349749.259823577,Yes
2195,M,55.18,Central,87.25,Others,Commerce,76.87,Arts,No,79.12,Mkt&HR,50.88,Not Placed,349749.259823577,No
2196,F,63.43,Others,83.03,Others,Arts,63.38,Arts,Yes,87.94,Mkt&Fin,74.55,Placed,349749.259823577,Yes
2197,M,52.12,Others,89.9,Central,Science,94.02,Sci&Tech,Yes,86.34,Mkt&Fin,81.59,Placed,349749.259823577,Yes
2198,F,73.56,Others,64.18,Central,Commerce,94.09,Comm&Mgmt,No,57.33,Mkt&Fin,72.96,Not Placed,349749.259823577,No
2199,F,55.51,Others,76.58,Central,Arts,51.48,Arts,No,53.48,Mkt&HR,63.83,Not Placed,349749.259823577,No
2200,M,70.71,Central,66.52,Central,Science,55.78,Arts,Yes,89.08,Mkt&HR,99.37,Placed,436119,Yes
2201,M,81.2,Central,67.21,Others,Commerce,88.82,Arts,Yes,60.68,Mkt&HR,61.51,Not Placed,391508,No
2202,F,61.61,Central,51.7,Central,Science,79.16,Arts,Yes,89.54,Mkt&Fin,99.67,Not Placed,395812,No
2203,F,69.69,Others,76.16,Others,Arts,69.67,Comm&Mgmt,Yes,74.57,Mkt&Fin,92.97,Placed,349749.259823577,Yes
2204,M,52.99,Central,51.27,Central,Science,79.18,Arts,Yes,70.43,Mkt&Fin,65.82,Not Placed,349749.259823577,No
2205,F,95.19,Others,53.19,Central,Science,88.15,Arts,No,90.48,Mkt&Fin,74.41,Placed,349749.259823577,Yes
2206,F,59.2,Others,69,Others,Arts,74.4,Sci&Tech,Yes,56.97,Mkt&HR,93.78,Placed,349749.259823577,Yes
2207,F,65.74,Central,81.84,Central,Commerce,51.51,Sci&Tech,Yes,68.12,Mkt&Fin,59.3,Placed,349749.259823577,Yes
2208,M,72.22,Central,80.15,Central,Commerce,55.07,Comm&Mgmt,Yes,90.22,Mkt&Fin,52.01,Placed,349749.259823577,Yes
2209,M,51.67,Others,88.45,Central,Commerce,52.42,Arts,No,91.86,Mkt&HR,86.42,Not Placed,349749.259823577,No
2210,F,82.2,Central,65.56,Central,Commerce,79.15,Sci&Tech,No,97.21,Mkt&Fin,90.27,Placed,408562,Yes
2211,F,80.91,Others,92.17,Others,Science,79.2,Sci&Tech,No,90.94,Mkt&HR,82.2,Not Placed,349749.259823577,No
2212,M,56.9,Others,55.7,Central,Science,92.8,Arts,No,63.94,Mkt&HR,97.63,Placed,349749.259823577,Yes
2213,M,71.17,Central,66.74,Others,Arts,64.7,Comm&Mgmt,Yes,96.73,Mkt&HR,75.71,Not Placed,349749.259823577,No
2214,F,83.74,Central,94.12,Others,Commerce,78.09,Sci&Tech,Yes,82.33,Mkt&HR,74.24,Placed,349749.259823577,Yes
2215,F,98.43,Others,57.17,Others,Science,65.77,Comm&Mgmt,No,83.26,Mkt&Fin,55.69,Placed,349749.259823577,Yes
2216,M,93.78,Others,82.51,Others,Science,52.91,Sci&Tech,Yes,53.14,Mkt&Fin,85.29,Placed,349749.259823577,Yes
2217,M,89.62,Central,63,Others,Science,84.95,Sci&Tech,Yes,87.37,Mkt&Fin,66.01,Placed,349749.259823577,Yes
2218,F,69.97,Central,77.75,Central,Science,50.36,Comm&Mgmt,Yes,64.31,Mkt&Fin,80.17,Placed,349749.259823577,Yes
2219,F,77.44,Central,62.31,Central,Science,97.48,Arts,Yes,67.34,Mkt&Fin,87.39,Placed,349749.259823577,Yes
2220,M,74.02,Central,99.65,Central,Science,84.84,Comm&Mgmt,No,71.58,Mkt&HR,85.48,Placed,349749.259823577,Yes
2221,F,65.38,Others,68.34,Others,Commerce,91.85,Arts,Yes,73.77,Mkt&HR,57.36,Placed,349749.259823577,Yes
2222,M,75.1,Others,87.17,Central,Commerce,52.77,Comm&Mgmt,No,91.97,Mkt&Fin,61.93,Not Placed,316027,No
2223,F,91.67,Others,84.14,Central,Science,84.93,Comm&Mgmt,No,76.54,Mkt&Fin,56.96,Placed,349749.259823577,Yes
2224,F,64.22,Others,63.28,Others,Arts,61.75,Comm&Mgmt,No,70.86,Mkt&HR,60.68,Placed,349749.259823577,Yes
2225,M,84.2,Central,81.16,Central,Science,53.49,Comm&Mgmt,No,97.15,Mkt&Fin,72.78,Placed,349749.259823577,Yes
2226,M,87.31,Central,73.41,Central,Commerce,96.72,Arts,No,69.7,Mkt&HR,62.92,Not Placed,349749.259823577,No
2227,F,80.95,Central,62.22,Central,Arts,94.68,Sci&Tech,Yes,90.38,Mkt&HR,80.76,Placed,349749.259823577,Yes
2228,M,50.47,Central,86.43,Central,Commerce,70.06,Sci&Tech,Yes,94.67,Mkt&HR,63.5,Not Placed,349749.259823577,No
2229,M,83.96,Others,91.29,Others,Arts,75.56,Arts,No,71.06,Mkt&HR,94.18,Placed,349749.259823577,Yes
2230,M,75.89,Central,90.91,Central,Commerce,68.75,Comm&Mgmt,Yes,50.15,Mkt&HR,63.49,Not Placed,349749.259823577,No
2231,M,97.5,Others,52.56,Central,Commerce,77.05,Arts,Yes,68.72,Mkt&Fin,97.26,Placed,349749.259823577,Yes
2232,F,58.87,Central,50.11,Central,Commerce,82.41,Comm&Mgmt,No,87.83,Mkt&HR,92.19,Placed,342762,Yes
2233,M,87.08,Central,77.58,Others,Commerce,89.67,Sci&Tech,No,79.97,Mkt&Fin,74.76,Not Placed,407645,No
2234,F,89.29,Central,97.99,Others,Commerce,83.42,Sci&Tech,No,71.5,Mkt&Fin,93.03,Not Placed,349474,No
2235,F,84.04,Central,67.23,Central,Commerce,84.95,Sci&Tech,Yes,68.6,Mkt&HR,60.38,Placed,349749.259823577,Yes
2236,F,72.89,Others,86.17,Others,Science,94,Sci&Tech,Yes,95.94,Mkt&Fin,50.23,Placed,349749.259823577,Yes
2237,F,65.84,Central,67.21,Others,Arts,87.9,Comm&Mgmt,No,64.19,Mkt&HR,57.99,Placed,349749.259823577,Yes
2238,M,95.35,Others,85.08,Others,Science,98.11,Sci&Tech,No,70.16,Mkt&Fin,78.03,Not Placed,349749.259823577,No
2239,F,99.66,Central,99.63,Central,Arts,52.72,Comm&Mgmt,No,65.04,Mkt&Fin,96.08,Placed,349749.259823577,Yes
2240,F,66.69,Central,80.71,Others,Commerce,90.67,Sci&Tech,Yes,51.13,Mkt&HR,71.57,Placed,349749.259823577,Yes
2241,M,52.79,Others,94.1,Central,Science,98.16,Arts,No,90.04,Mkt&HR,50.22,Placed,333880,Yes
2242,M,59.67,Others,73.25,Others,Commerce,50.5,Comm&Mgmt,Yes,82.5,Mkt&HR,93.47,Placed,289812,Yes
2243,F,62.39,Central,86.6,Others,Science,68.8,Arts,Yes,98.41,Mkt&Fin,66.89,Placed,349749.259823577,Yes
2244,F,60.76,Central,84.57,Others,Commerce,65.36,Sci&Tech,No,98.71,Mkt&Fin,92.44,Not Placed,349749.259823577,No
2245,M,85.06,Central,89.3,Others,Science,61.9,Arts,Yes,95.64,Mkt&Fin,55.84,Placed,349749.259823577,Yes
2246,M,82.64,Central,73.57,Central,Science,82.59,Sci&Tech,No,70.75,Mkt&Fin,80.16,Placed,349749.259823577,Yes
2247,F,68.26,Central,58.97,Central,Commerce,53.6,Arts,No,73.61,Mkt&Fin,79.09,Placed,349749.259823577,Yes
2248,M,73.1,Central,75.2,Central,Science,59.97,Comm&Mgmt,Yes,70.26,Mkt&HR,61.59,Placed,235511,Yes
2249,F,93.71,Central,78.31,Others,Commerce,71.71,Comm&Mgmt,No,57.62,Mkt&HR,52,Not Placed,349749.259823577,No
2250,F,57.76,Central,95.68,Central,Science,64.16,Arts,No,70.97,Mkt&HR,81.52,Placed,272104,Yes
2251,F,55.49,Central,58.18,Central,Science,50.54,Sci&Tech,No,79.54,Mkt&HR,78.68,Placed,349749.259823577,Yes
2252,F,98.25,Others,89.15,Central,Arts,96.13,Arts,Yes,61.08,Mkt&Fin,55.89,Not Placed,349749.259823577,No
2253,M,68.23,Others,83.14,Central,Commerce,70.88,Arts,Yes,86.64,Mkt&HR,78.74,Not Placed,349749.259823577,No
2254,F,78.68,Others,56.59,Central,Commerce,77.03,Comm&Mgmt,Yes,54.77,Mkt&Fin,98.95,Not Placed,349749.259823577,No
2255,M,71.43,Central,97.22,Central,Commerce,61.69,Comm&Mgmt,Yes,86.96,Mkt&Fin,50.07,Not Placed,414061,No
2256,M,91.12,Central,76.71,Central,Science,63.74,Sci&Tech,Yes,92.59,Mkt&Fin,68.78,Placed,349749.259823577,Yes
2257,F,84.14,Central,89.42,Others,Arts,78.14,Arts,Yes,62.94,Mkt&HR,75.36,Not Placed,349749.259823577,No
2258,M,53.15,Others,55.09,Central,Science,81.12,Sci&Tech,No,87.69,Mkt&Fin,56.38,Not Placed,349749.259823577,No
2259,M,88.92,Central,63.54,Central,Science,66.31,Comm&Mgmt,Yes,98.33,Mkt&HR,65.29,Placed,349749.259823577,Yes
2260,M,66.87,Others,95.5,Central,Arts,51.62,Sci&Tech,No,74.7,Mkt&Fin,77.83,Not Placed,349749.259823577,No
2261,M,96.12,Central,77.92,Central,Science,97.28,Arts,Yes,86.08,Mkt&Fin,96.48,Placed,349749.259823577,Yes
2262,F,83.33,Others,68.25,Central,Arts,58.15,Sci&Tech,Yes,56.78,Mkt&HR,51.87,Not Placed,349749.259823577,No
2263,F,86.65,Central,84.52,Others,Commerce,59.39,Comm&Mgmt,Yes,62.83,Mkt&Fin,96.41,Not Placed,487813,No
2264,M,55.3,Others,87.96,Others,Science,99.92,Sci&Tech,Yes,60.68,Mkt&Fin,59.57,Placed,349749.259823577,Yes
2265,F,89.23,Others,82.45,Central,Commerce,68.4,Arts,Yes,91.95,Mkt&HR,63.99,Not Placed,349749.259823577,No
2266,M,69.15,Others,86.83,Others,Science,86.54,Arts,Yes,79.88,Mkt&Fin,82.69,Not Placed,349749.259823577,No
2267,M,57.8,Others,94.08,Central,Science,92.64,Arts,No,50.31,Mkt&Fin,61.27,Placed,349749.259823577,Yes
2268,M,80.89,Others,58.88,Others,Commerce,65.83,Sci&Tech,Yes,79.44,Mkt&HR,63.31,Placed,349749.259823577,Yes
2269,F,97.96,Central,63.5,Others,Science,70.62,Arts,Yes,60.55,Mkt&HR,57.81,Not Placed,349749.259823577,No
2270,M,75.22,Others,93.34,Others,Science,55.55,Arts,No,55.57,Mkt&HR,90.83,Placed,349749.259823577,Yes
2271,M,65.35,Others,95.99,Others,Science,60.63,Arts,No,99.26,Mkt&HR,99.24,Not Placed,349749.259823577,No
2272,M,52.94,Others,88.18,Central,Arts,89.51,Arts,Yes,97.77,Mkt&HR,58.47,Not Placed,320097,No
2273,F,79.38,Others,98.25,Others,Science,71.07,Arts,Yes,64.7,Mkt&Fin,96.23,Placed,349749.259823577,Yes
2274,M,84.38,Central,52.45,Others,Science,82.54,Sci&Tech,No,88.09,Mkt&HR,98.96,Not Placed,374199,No
2275,F,58.21,Central,69.58,Others,Science,86.74,Comm&Mgmt,Yes,95.85,Mkt&HR,57.01,Not Placed,349749.259823577,No
2276,M,82.1,Others,91.42,Others,Commerce,91.92,Arts,Yes,97.72,Mkt&Fin,75.6,Not Placed,349749.259823577,No
2277,M,50.17,Others,88.96,Others,Arts,86.67,Comm&Mgmt,Yes,64.09,Mkt&Fin,75.61,Placed,349749.259823577,Yes
2278,M,58.61,Central,70.99,Others,Arts,67.08,Arts,No,80.76,Mkt&Fin,94.59,Placed,349749.259823577,Yes
2279,M,87.24,Others,90.48,Others,Science,59.8,Sci&Tech,No,51.63,Mkt&Fin,58.47,Not Placed,349749.259823577,No
2280,F,73.25,Others,60.2,Others,Arts,64.29,Comm&Mgmt,No,65.38,Mkt&HR,63.52,Not Placed,240419,No
2281,M,64.51,Central,70.15,Central,Science,54.16,Comm&Mgmt,Yes,70.47,Mkt&HR,87.21,Placed,349749.259823577,Yes
2282,F,56.97,Central,84.03,Central,Commerce,94.73,Comm&Mgmt,Yes,76,Mkt&HR,94.44,Placed,349749.259823577,Yes
2283,M,92.37,Others,58.6,Others,Arts,91.71,Arts,No,56.69,Mkt&Fin,98.57,Placed,349749.259823577,Yes
2284,M,78.2,Others,88.59,Others,Commerce,74.59,Comm&Mgmt,No,78.68,Mkt&HR,75.05,Not Placed,349749.259823577,No
2285,F,90.84,Central,70.3,Central,Science,75.18,Arts,No,62.55,Mkt&HR,64.66,Placed,349749.259823577,Yes
2286,M,57.71,Others,50.12,Central,Science,69.64,Sci&Tech,Yes,76.54,Mkt&Fin,73.04,Not Placed,349749.259823577,No
2287,M,78.41,Central,67.63,Others,Arts,82.56,Sci&Tech,No,65.37,Mkt&HR,51.12,Placed,323011,Yes
2288,M,60.67,Central,95.24,Central,Commerce,81.29,Arts,Yes,67.09,Mkt&Fin,90.93,Placed,409223,Yes
2289,F,86.62,Others,55.68,Others,Science,87.54,Arts,No,77.38,Mkt&HR,67.98,Not Placed,349749.259823577,No
2290,F,50.51,Others,51.65,Central,Commerce,70.27,Arts,Yes,62.16,Mkt&HR,63.94,Not Placed,349749.259823577,No
2291,F,82.51,Others,70.52,Central,Arts,65.61,Arts,No,74.88,Mkt&Fin,97.75,Placed,252267,Yes
2292,M,57.23,Others,54.54,Central,Science,59.67,Sci&Tech,Yes,50.83,Mkt&Fin,68.48,Placed,489414,Yes
2293,F,54.38,Central,75.17,Central,Arts,85.32,Arts,Yes,74.92,Mkt&HR,51.31,Placed,349749.259823577,Yes
2294,F,99.93,Others,56.02,Others,Science,92.13,Sci&Tech,No,77.17,Mkt&HR,94.73,Not Placed,349749.259823577,No
2295,F,56.65,Central,82.53,Others,Arts,80.54,Arts,No,79.89,Mkt&Fin,97.75,Placed,349749.259823577,Yes
2296,M,55.39,Others,56.93,Central,Commerce,73.02,Sci&Tech,Yes,82.97,Mkt&Fin,74.03,Not Placed,483192,No
2297,M,97.71,Central,74.75,Central,Science,67.35,Comm&Mgmt,Yes,57.15,Mkt&HR,56.49,Not Placed,349749.259823577,No
2298,F,63.84,Central,84.96,Central,Arts,98.85,Arts,Yes,94.78,Mkt&HR,89.86,Placed,213794,Yes
2299,F,73.13,Central,89.68,Central,Arts,55.45,Comm&Mgmt,No,50.02,Mkt&HR,72.64,Not Placed,237832,No
2300,M,98.13,Central,69.63,Central,Arts,79.91,Arts,No,89.19,Mkt&Fin,54.92,Not Placed,349749.259823577,No
2301,F,56.25,Others,83.85,Others,Commerce,65.51,Sci&Tech,Yes,97.05,Mkt&Fin,86.96,Placed,349749.259823577,Yes
2302,M,87.26,Others,58.18,Central,Commerce,76.29,Comm&Mgmt,No,91.38,Mkt&Fin,90.07,Placed,349749.259823577,Yes
2303,F,51.04,Central,81.64,Central,Commerce,70.75,Comm&Mgmt,No,87.21,Mkt&Fin,93.66,Not Placed,349749.259823577,No
2304,M,86.64,Central,75.57,Others,Arts,80.94,Arts,Yes,72.02,Mkt&HR,74.47,Not Placed,349749.259823577,No
2305,M,62.93,Others,69.52,Central,Science,64.96,Arts,Yes,59.42,Mkt&HR,73.84,Not Placed,411389,No
2306,M,98.17,Others,61.32,Others,Arts,76.53,Sci&Tech,No,66.82,Mkt&HR,85.61,Placed,349749.259823577,Yes
2307,M,62.66,Central,76.06,Others,Commerce,60.55,Comm&Mgmt,No,52.57,Mkt&HR,90.48,Placed,349749.259823577,Yes
2308,M,78.08,Others,52.22,Central,Commerce,56.07,Arts,Yes,95.84,Mkt&HR,67.32,Not Placed,349749.259823577,No
2309,F,72.14,Central,93.4,Central,Science,86.17,Arts,No,54.21,Mkt&Fin,77.05,Not Placed,349749.259823577,No
2310,F,60.41,Central,76.1,Central,Commerce,59.19,Comm&Mgmt,Yes,81.87,Mkt&Fin,98.35,Not Placed,256004,No
2311,F,80.02,Central,96.32,Others,Science,51.2,Arts,Yes,70.7,Mkt&Fin,90.64,Placed,336343,Yes
2312,M,85.86,Others,79.68,Others,Science,74.29,Sci&Tech,Yes,95.91,Mkt&HR,77.14,Placed,349749.259823577,Yes
2313,M,84.41,Central,70.79,Central,Science,99.85,Arts,No,89.9,Mkt&Fin,60.63,Not Placed,385465,No
2314,F,94.52,Central,76.34,Others,Commerce,64.5,Arts,Yes,69.2,Mkt&Fin,85.8,Not Placed,358839,No
2315,M,85.46,Others,61.25,Central,Arts,80.75,Arts,No,51.62,Mkt&Fin,94.66,Not Placed,349749.259823577,No
2316,M,65.82,Central,80.61,Central,Arts,91.39,Sci&Tech,Yes,69.26,Mkt&HR,81.9,Placed,349749.259823577,Yes
2317,M,52.44,Others,83.32,Others,Science,81.15,Sci&Tech,No,93.92,Mkt&HR,54.3,Not Placed,349749.259823577,No
2318,F,83.13,Others,51.05,Central,Arts,72.31,Arts,Yes,64.71,Mkt&Fin,69.16,Not Placed,349749.259823577,No
2319,M,64.46,Central,98.05,Others,Science,90.04,Sci&Tech,No,51.69,Mkt&HR,61.48,Placed,349749.259823577,Yes
2320,M,50.76,Central,92,Others,Arts,70.71,Comm&Mgmt,Yes,64.48,Mkt&Fin,72.81,Placed,349749.259823577,Yes
2321,M,54.96,Others,72.39,Central,Commerce,60.2,Sci&Tech,Yes,76.29,Mkt&Fin,52.09,Not Placed,326275,No
2322,M,83.17,Central,53.96,Central,Arts,71.52,Sci&Tech,Yes,74.14,Mkt&HR,56.77,Not Placed,349749.259823577,No
2323,F,73.83,Central,80.56,Others,Arts,61.86,Sci&Tech,Yes,78.45,Mkt&Fin,55.25,Placed,349749.259823577,Yes
2324,M,89.49,Central,78.88,Central,Arts,82.67,Comm&Mgmt,Yes,62.74,Mkt&Fin,54.8,Placed,349749.259823577,Yes
2325,F,82.72,Others,82.54,Central,Commerce,97.36,Arts,Yes,63.83,Mkt&HR,76.13,Placed,349749.259823577,Yes
2326,F,77.35,Others,56.17,Central,Arts,70.38,Arts,No,78.94,Mkt&HR,69.82,Not Placed,349749.259823577,No
2327,F,84.9,Others,99.98,Others,Commerce,81.26,Arts,No,75.28,Mkt&HR,59.37,Not Placed,446267,No
2328,F,70.21,Others,77.43,Central,Commerce,58.91,Comm&Mgmt,No,54.58,Mkt&Fin,96.78,Not Placed,349749.259823577,No
2329,M,86.86,Others,53.9,Central,Arts,60.79,Arts,No,54.65,Mkt&Fin,97.91,Not Placed,349749.259823577,No
2330,M,90.63,Others,94.4,Others,Science,83.68,Sci&Tech,Yes,87.27,Mkt&Fin,69.42,Placed,453669,Yes
2331,F,80.48,Central,84.24,Central,Commerce,62.93,Sci&Tech,Yes,74.33,Mkt&Fin,95.36,Not Placed,349749.259823577,No
2332,F,79.83,Central,59.72,Others,Arts,90.92,Sci&Tech,No,53.68,Mkt&Fin,79.42,Not Placed,349749.259823577,No
2333,F,53.28,Central,51.49,Others,Arts,54.84,Comm&Mgmt,No,95.92,Mkt&HR,56.01,Placed,283875,Yes
2334,M,96.68,Central,74.7,Central,Arts,84.93,Arts,No,57.24,Mkt&HR,73.35,Placed,349749.259823577,Yes
2335,M,54.68,Others,98.58,Central,Science,77.22,Comm&Mgmt,Yes,58.43,Mkt&HR,89.53,Placed,349749.259823577,Yes
2336,M,88.92,Central,85.69,Others,Science,71.6,Sci&Tech,Yes,79.47,Mkt&Fin,53.2,Placed,349749.259823577,Yes
2337,F,66.63,Central,72.2,Central,Arts,82.2,Comm&Mgmt,No,70.28,Mkt&Fin,94.28,Not Placed,349749.259823577,No
2338,M,71.75,Central,58.26,Central,Commerce,65.77,Arts,Yes,70.36,Mkt&HR,54.12,Placed,348356,Yes
2339,M,92.49,Central,77.35,Others,Arts,83.38,Sci&Tech,No,97.15,Mkt&Fin,65.13,Not Placed,417938,No
2340,F,84.33,Central,61.45,Central,Commerce,57.45,Sci&Tech,Yes,69.64,Mkt&HR,68.66,Not Placed,349749.259823577,No
2341,M,76.04,Others,86.41,Others,Commerce,90.65,Arts,Yes,76.94,Mkt&HR,95.91,Placed,349749.259823577,Yes
2342,F,66.05,Central,62.99,Others,Arts,76.64,Comm&Mgmt,Yes,64.08,Mkt&Fin,75.26,Placed,349749.259823577,Yes
2343,F,91.75,Others,82.91,Others,Science,80.75,Comm&Mgmt,Yes,70.12,Mkt&Fin,52.82,Placed,349749.259823577,Yes
2344,M,90.67,Central,74.62,Central,Science,85.98,Arts,No,57.46,Mkt&HR,50.79,Not Placed,349749.259823577,No
2345,M,70.41,Others,81.57,Central,Commerce,56.3,Arts,No,51.41,Mkt&Fin,91.53,Not Placed,349749.259823577,No
2346,F,99.09,Central,83.97,Central,Commerce,96.33,Sci&Tech,No,53.42,Mkt&Fin,80.65,Not Placed,349749.259823577,No
2347,F,79.04,Others,61.65,Others,Arts,66.7,Comm&Mgmt,Yes,82.45,Mkt&Fin,82.23,Placed,301064,Yes
2348,M,53.43,Others,54.21,Central,Science,83.68,Arts,Yes,62.88,Mkt&HR,81.91,Not Placed,303487,No
2349,F,69.53,Central,70.05,Others,Arts,61.99,Arts,No,50.9,Mkt&Fin,77.71,Placed,349749.259823577,Yes
2350,M,81.69,Central,99.28,Others,Arts,90.25,Sci&Tech,No,64.11,Mkt&HR,68.73,Not Placed,349749.259823577,No
2351,F,76.62,Central,92.49,Others,Science,89.53,Sci&Tech,No,60.07,Mkt&Fin,63.03,Not Placed,349749.259823577,No
2352,F,85.12,Others,70.73,Others,Commerce,82.98,Sci&Tech,No,91.03,Mkt&Fin,91.95,Not Placed,349749.259823577,No
2353,M,53.52,Others,55.11,Central,Science,68.31,Sci&Tech,No,69.59,Mkt&Fin,53.09,Placed,349749.259823577,Yes
2354,M,52.5,Central,89.66,Others,Arts,95.87,Arts,No,61.52,Mkt&HR,78.28,Placed,349749.259823577,Yes
2355,F,85.57,Others,97.03,Others,Science,55.4,Sci&Tech,No,51,Mkt&HR,96.51,Not Placed,349749.259823577,No
2356,F,54.28,Others,89.48,Central,Commerce,85.47,Arts,No,54.49,Mkt&Fin,52.29,Placed,212788,Yes
2357,M,85.18,Others,56.36,Central,Arts,63.93,Comm&Mgmt,Yes,52.34,Mkt&HR,83.74,Placed,350881,Yes
2358,M,54.13,Others,91.14,Central,Commerce,64.82,Sci&Tech,Yes,95.34,Mkt&HR,80.34,Not Placed,320488,No
2359,M,75.35,Others,77,Central,Commerce,97.95,Arts,Yes,61.29,Mkt&HR,79.92,Placed,349749.259823577,Yes
2360,M,74.46,Others,70.09,Others,Arts,55.05,Comm&Mgmt,Yes,52.63,Mkt&HR,56.27,Not Placed,349749.259823577,No
2361,F,69.5,Central,67.13,Central,Science,72.2,Arts,No,85.26,Mkt&HR,68.67,Not Placed,349749.259823577,No
2362,F,94.32,Others,81.48,Central,Commerce,58.97,Arts,Yes,80.8,Mkt&HR,74.35,Placed,229866,Yes
2363,F,69.67,Central,86.89,Central,Science,80.52,Comm&Mgmt,No,72.04,Mkt&HR,68.94,Placed,349749.259823577,Yes
2364,M,77.3,Central,68.88,Central,Arts,53.89,Arts,No,53.33,Mkt&Fin,69.01,Placed,349749.259823577,Yes
2365,M,89.1,Others,53.04,Others,Commerce,79.26,Arts,Yes,84.87,Mkt&HR,71.92,Not Placed,349749.259823577,No
2366,M,83.09,Central,55.57,Central,Arts,71.97,Sci&Tech,Yes,55.75,Mkt&HR,54.55,Placed,349749.259823577,Yes
2367,M,62.82,Central,88.85,Others,Science,88.71,Comm&Mgmt,No,75.05,Mkt&Fin,95.3,Placed,349749.259823577,Yes
2368,M,67.06,Central,74.07,Others,Commerce,54.11,Sci&Tech,Yes,85.74,Mkt&Fin,65.85,Placed,349749.259823577,Yes
2369,F,67.13,Central,84.76,Others,Arts,52.05,Comm&Mgmt,No,75.14,Mkt&Fin,54.4,Not Placed,349749.259823577,No
2370,M,58.76,Central,61.79,Others,Commerce,81.36,Comm&Mgmt,No,74.66,Mkt&HR,63.23,Not Placed,349749.259823577,No
2371,M,76.29,Central,51.58,Others,Arts,67.65,Arts,No,57.37,Mkt&HR,59.13,Not Placed,349749.259823577,No
2372,F,77.97,Others,70.59,Central,Science,71.2,Arts,No,83.9,Mkt&Fin,64.45,Not Placed,349749.259823577,No
2373,F,55.84,Others,63.74,Central,Arts,59.11,Comm&Mgmt,Yes,61.05,Mkt&HR,51.26,Placed,349749.259823577,Yes
2374,F,80.63,Central,78.42,Central,Science,60.04,Sci&Tech,Yes,55.39,Mkt&Fin,92.9,Not Placed,290023,No
2375,M,59.27,Central,67.42,Others,Commerce,52.39,Sci&Tech,Yes,89.16,Mkt&Fin,66.7,Not Placed,349749.259823577,No
2376,M,52,Others,91.59,Central,Commerce,84.31,Comm&Mgmt,No,55.75,Mkt&Fin,65.44,Placed,349749.259823577,Yes
2377,M,58.98,Central,89.38,Central,Science,52.12,Sci&Tech,Yes,68.93,Mkt&HR,57.17,Not Placed,245823,No
2378,M,86.03,Others,57.18,Central,Arts,89.12,Sci&Tech,No,65.3,Mkt&HR,55.5,Not Placed,290051,No
2379,F,90.29,Others,93.02,Central,Arts,87.46,Arts,Yes,92.87,Mkt&HR,75.65,Not Placed,349749.259823577,No
2380,F,98.43,Others,88.96,Central,Commerce,52.86,Comm&Mgmt,No,64.87,Mkt&HR,94.07,Not Placed,349749.259823577,No
2381,M,51.05,Others,76.27,Others,Commerce,89.81,Arts,No,60.02,Mkt&Fin,64.64,Not Placed,281820,No
2382,M,69,Central,94.17,Central,Arts,72.47,Arts,Yes,57.95,Mkt&Fin,73.31,Placed,349749.259823577,Yes
2383,M,60.34,Others,86.14,Central,Science,79.53,Comm&Mgmt,No,52.53,Mkt&HR,72.84,Not Placed,349749.259823577,No
2384,F,96.21,Others,87.69,Others,Arts,74.45,Sci&Tech,Yes,77.97,Mkt&HR,96.03,Placed,349749.259823577,Yes
2385,F,76.39,Central,81.17,Others,Commerce,60,Comm&Mgmt,No,84.29,Mkt&HR,69.93,Not Placed,314382,No
2386,F,63.29,Central,93.69,Others,Arts,79.53,Sci&Tech,No,99.27,Mkt&Fin,55.14,Placed,365096,Yes
2387,F,84.93,Central,97.82,Central,Science,90.96,Arts,Yes,52.7,Mkt&HR,58.33,Not Placed,349749.259823577,No
2388,M,95.45,Others,73.88,Others,Commerce,98.29,Sci&Tech,Yes,90.79,Mkt&HR,56.04,Placed,349749.259823577,Yes
2389,M,72.69,Central,74.55,Central,Science,66.86,Arts,Yes,99.31,Mkt&Fin,69.76,Placed,265633,Yes
2390,M,79.17,Central,63.13,Central,Science,62.73,Comm&Mgmt,Yes,89.95,Mkt&HR,77.67,Not Placed,349749.259823577,No
2391,F,91.15,Others,73.53,Others,Commerce,70.84,Arts,No,54.03,Mkt&HR,56.85,Placed,349749.259823577,Yes
